ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Ratings,Date,Summary
B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,4/14/2012,Super!  SuperFoods are Super easy!
B0017129DC,A2EPNS38TTLZYN,tedebear,0,0,3,8/7/2011,Pok Chops
B0002567IW,A1SSKFPX72MSMR,"Janna M. Sicard ""missjanna""",0,0,1,8/10/2012,Sad outcome
B0048IC328,ATY9Z65HYE0W6,mrsmaverick,0,0,4,9/6/2012,Best Energy Shot For Me
B0048IC328,A1W867A8DSHFHC,no name,1,3,1,6/16/2012,Don't Waste Your Money
B0048IC328,A375ZA7IJH2ZGQ,Jihan S.,3,7,2,10/5/2011,"If you can't handle caffeine, this is not for you."
B0025WIAN0,A2WT4IIHNFJGYT,Diana KD,0,0,5,9/11/2012,"Yum, Yummy, Yummier"
B00821UN4M,A332AAPB4P75L4,Heather Crimson,2,2,1,9/20/2012,Reeks like chemicals
B00821UN4M,A3MQSTAAJSUGF9,mommy11,1,1,2,8/17/2012,Disappointed!
B00473RWXY,AE508CW7ON3EP,armommi,0,0,5,9/24/2012,Great for Gluten-free lifestyle!!
B002MV23XM,A2M6O8YORUA8PW,Shirley Sacks,1,1,5,5/15/2012,my dog loves these
B002MV23XM,AQ7QJ1GWE2BSR,"Alydar ""alydar""",1,1,5,2/25/2011,YUMMY
B000LKZK7C,A3AER90E4ZWVN6,Al Abubakr Douglas,2,2,5,12/4/2007,sugar in the raw
B000LKZK7C,A25YQEBU2FAD3M,Scott Dixon,4,5,3,1/17/2011,Manufacturing Problems Diminish Product
B000LKZK7C,A1T14KXM4GH14A,Karen Keauhou Chun,6,8,5,6/16/2012,Good product but terrible agricultural practices
B000LKZK7C,A1H9VU1FACOXLN,LK,1,1,5,12/1/2008,Sugar in the raw
B000LKZK7C,AWJ1Z81HHB0MY,Zots,1,1,5,8/2/2008,Sugar in the raw
B000LKZK7C,A2NP8RNW9T5BQF,A. Brazhnykova,0,0,1,8/3/2012,Lie!!!!
B000LKZK7C,A2JRK3K99168A1,djn,0,0,4,5/4/2012,It's sugar..
B000LKZK7C,A1L4RDILGM7D9E,Paula,0,0,4,8/10/2011,Excellent but not perfect
B000LKZK7C,A2VUB6YYTF234O,Anel Lopez,0,0,4,4/14/2011,Good product
B000LKZK7C,A21BLUM0I2Y3MW,Chipper,0,0,5,2/16/2011,You'll never use white sugar again.
B000LKZK7C,A1VKNACW03M5H7,Patilo,0,0,3,2/6/2011,Thanks for the review Scott
B000LKZK7C,A2582KMXLK2P06,B. E Jackson,0,0,5,2/4/2011,great
B000LKZK7C,A34HSMRAQY5XKX,"Nori Silverrage ""Nori""",0,0,5,9/29/2010,Awesome Sugar!
B000LKZK7C,AUUWUS51SMMT4,R. Symansky,0,0,4,12/15/2009,Great product - weak packaging
B000LKZK7C,A1YZV2UY0QDZTX,"Loves to Cook ""Loves""",1,2,5,9/24/2009,Excellent!
B001D07IPG,A3QN14A5DGUA0U,J. Kraayenbrink,0,0,5,7/31/2012,Excellent for G/F
B001D07IPG,ABHXONN9HSUZI,AmandaEve011,0,0,5,9/7/2011,Amazing!
B001D07IPG,A3OM7Q1IVAGLUW,Pertigal,0,0,5,6/2/2010,Very tasty chips!
B001D07IPG,A3BUE5AHX4M0FS,"P. Clermont ""learning God's word""",0,0,5,4/27/2010,YUMMY
B001D07IPG,AQX8FF2YCO3J7,"Little D, Nigel, and Oliver's mom",0,0,5,7/14/2009,Excellent Taste
B001D07IPG,A27UE9HJRZ22YI,"Louie's Mom ""Compulsive Reader""",0,1,1,8/4/2010,Over priced chips and lack rice taste
B000H13270,A3MBRJ5X24GXM9,sadhaka,3,4,5,9/7/2010,Rotel saves me on a daily basis
B000H13270,A3J6I70Z9Q0HRX,Lindey H. Magee,1,3,5,12/26/2009,"it's fabulous, but *not* from amazon!"
B000H13270,A1YLOZQKBX3J1S,"R. Lee Dailey ""Lee_Dailey""",1,4,3,9/12/2008,too expensive
B000H13270,AVQIRN6E7J7UA,imdebra,0,4,3,7/31/2010,Not mild enough for me lol
B001UJEN6C,A1XM65S80UQ2MD,Joseph Kagan,13,13,5,6/11/2010,Great Natural Energy
B001UJEN6C,AFUMZHRZJG0H0,Wonder Woman 89,6,6,5,7/27/2010,I like this stuff
B001UJEN6C,AIW47KAXVTR0X,"C. Williams ""will5927""",7,8,5,3/9/2010,Great Energy
B001UJEN6C,A1R2P21ZYNJCFJ,"Mare Laden ""Mare""",6,7,3,11/20/2009,Not sure
B001UJEN6C,A37AO20OXS51QA,"Roderic Rinehart ""Roderic""",3,3,5,7/22/2011,"The best energy shot out there, smooth and organic!"
B001UJEN6C,A3R6W1FEYDNT8V,R. Lewis,3,3,5,3/2/2011,"Fantastic, natural energy"
B001UJEN6C,A2VBZOK3SVSDWA,Jennifer Gray,3,3,5,1/12/2011,Way better than Guayaki!
B001UJEN6C,AREOHWLWVX0A8,John Erikson,5,6,3,12/5/2009,Doesn't taste that good but provides you the energy
B001UJEN6C,ADWJAJZTHNYN6,D. J. Lawhead,2,2,5,12/1/2011,Rocket in a Bottle
B001UJEN6C,A3UD9G34YLWVXE,Thezwomann,2,2,4,11/26/2011,This stuff works!!!
B001UJEN6C,A2Y4IWY1ZXLXH8,mase310,1,1,5,4/23/2012,Favorite energy shot and all natural too!
B001UJEN6C,AHAX3RWULQD6T,Kevin D. Schoeninger,1,1,5,4/19/2012,natural energy boost
B001UJEN6C,A2LFHPZFG1OHBZ,Joanna Capello-Paul,2,3,5,11/5/2011,Best energy shot I have ever tasted!
B001UJEN6C,A297HRGWRID7I6,Mariza R Barnes,0,0,5,9/11/2012,The Best
B001UJEN6C,AMYAHFQZI19LS,longlivedave,0,0,5,8/23/2012,Tested by a trucker
B001UJEN6C,A28VTF9FQ42SBV,jeremygiesel,0,0,5,8/12/2012,Good Stuff
B001UJEN6C,A2H03V8PAZDU9J,LMPGAP,0,0,5,6/9/2012,Great energy drink without artificial ingredients
B001UJEN6C,AUXHG88OYWCGM,Nicholas Wagner,0,0,5,4/3/2012,"Flavor getting better, energy is great"
B001UJEN6C,ATN552TF5V40Z,Lh,1,5,1,1/17/2012,So awful I can barely describe
B003EMU7EU,A3DSWITPB6NBT5,benvenutofam,0,0,4,10/21/2010,could use only once
B0064KOUNI,A215QEI3FPLVXU,"Carol L. Chmiel ""Carol Chmiel""",0,0,5,10/2/2012,VANILLA TOOTSIE ROLLS
B003YDP5PA,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",3,3,5,3/4/2011,One of my Favoritte foods
B003YDP5PA,AFLLCB3F28N6A,FL-Gal,2,2,5,11/5/2011,Fantastic!
B003YDP5PA,A3T8PIRVS2LX4P,MLadyJ,1,1,5,5/11/2011,WOW
B003YDP5PA,A18RVAXFLALN6E,"DF ""Dinky""",0,0,1,7/29/2012,Very Dissapointed
B002X9JNYU,AVPSSODZIDABZ,HELfromBL,1,3,1,12/9/2011,what quantity is it!
B001EPQ0J0,A2RXRKRI8YSQWQ,Susan Toy,0,0,5,6/30/2012,Very Good Coffee
B001EPQ0J0,A2KADAQBR8NG80,"Maggi ""Mags""",0,0,5,11/22/2010,Very Tasty
B001EPQ0J0,A2L3IECPFB956F,D. Alger,0,0,5,3/11/2010,Excellent coffee
B000O9Y62A,A137DV4YVGWDCR,M. AIMINO,0,0,5,3/23/2012,Hot!
B000O9Y62A,A89KN0ADLUNPW,Scott E. Packard,0,0,5,8/14/2009,Hot and delicious
B00283TPYE,A1SH7OWQ98P6FI,Colleen Clark,0,0,5,10/20/2012,Swiss Chalet
B001FB69YY,AJM8UGFV16NS8,dewalt66,0,0,5,9/23/2011,Oyster Sauce
B004OYBN7C,AVD1K8KU6Z86U,Jeffrey M. Moisan,1,1,5,5/15/2011,ABSOLUTELY DELICIOUS!
B000JEHAHS,AJ7Q49CTJ1BOC,24fan,4,4,5,1/11/2007,Great gag gift
B000JEHAHS,A2MMFEZ728S1MA,Deborah A. Young,0,1,3,1/20/2009,arrived FAST
B000JEHAHS,A1GUR2DMGWUIGL,"Annie ""Annie""",1,4,3,1/13/2008,Penguin Pooper
B000JEHAHS,A2CU16YU1KEOUY,"Hurricane Ridge ""Chris""",5,19,1,1/9/2007,Never Arrived
B003VTN95K,A6Y49ZNS6NPN0,Ute H. Bischoff,0,0,5,8/19/2012,coffee-mate coffee creamer hazelnut
B003VTN95K,A3G467T8H2U4F1,Breanna,0,0,5,7/13/2012,No broken creamers!
B003VTN95K,AKG4UJNVSHHAD,flowergirl,0,0,4,6/25/2012,Shipped great
B003VTN95K,A1J7ZSFU0SO3D4,ck,0,0,5,5/3/2012,Better Packaging
B003VTN95K,A3GLQSR6MTHXGL,Donna Kelly,0,0,5,2/26/2012,coffee-mate creamer
B003VTN95K,A3KVJ2DVCLO0HB,Gadget girl,0,0,5,1/17/2012,Perfect for work
B007DJ0O9I,A24GM452AKJTT9,AMAZONGURL,0,0,1,10/10/2012,AWFUL
B007DJ0O9I,A328TUPI6HYZSF,Maplerise Mom,0,1,5,5/9/2012,Pop-Tarts Work of Art
B00469VSJI,A28D8FT2NNCS2Z,calledoutwithwords,1,1,5,11/8/2011,"Yes, this is real excellent coffee!!!"
B00469VSJI,A2EVOV2OZBQU53,Explorer777,0,0,1,5/11/2012,Does not taste very good
B00469VSJI,A1447CDAPZGLYV,SANA AWAR,0,0,1,1/14/2012,No no
B002SRAU80,A156LLD3VZJGC2,D. W. Knowlington,0,0,5,10/19/2012,The king of all seasoning salts.
B0067LDV66,A1KZ67VEU7CJQ3,Bprice,1,1,5,8/19/2012,Toasted Sesame oil
B0067LDV66,A26EQ8U96JA92T,Jody,0,0,5,9/8/2012,"Tasty, tasty tasty!"
B000HKYP9A,A2CHZ5Q2EF3IR3,Mommy with an Opinion,2,2,5,1/16/2007,"Love, Love, Love These!"
B000HKYP9A,AD5WAUA14YD6N,M. Knapp,0,0,4,8/13/2010,"great for eating whole foods, clean with veggie brush"
B000HKYP9A,AHMKE1AJEHHS3,"J. Ponce ""MPonce""",0,0,5,9/25/2007,Absolutely LOVE IT!!
B000HKYP9A,A6VEEE9HOL004,"Jaime M ""Luc's Mom""",0,0,3,5/27/2007,Only good for ice
B000HKYP9A,A3JBI5QDS32UEM,J. Foreman,0,0,5,3/10/2007,Great for teething
B000HKYP9A,AMNCDXFZKL6MZ,C. Lamberts,0,0,3,3/10/2007,Wonderful idea-difficult to clean.
B000HKYP9A,A2B7A8FJBT0HDX,"S. Nayeem ""Hanaa's mommy""",0,0,3,2/16/2007,I wasn't that impressed
B000HKYP9A,AEIAXBIMAO9T0,"Heidi ""Hydez54""",0,0,4,1/11/2007,Love the Fresh Food Feeder!!
B00067AD4U,A2OB1BFAEPAYBM,R. C. Wilkins,1,1,5,4/6/2008,Great Beans!!!
B00067AD4U,A3GT3KCGY9EYF4,Siri J,1,1,5,12/21/2007,Good stuff!
B00067AD4U,A2LYOWC3FC73XK,"Michael Ekstrum ""expresso bean fan""",1,1,5,5/12/2007,excellent - exactly what I expected
B00067AD4U,A7DSY3M6P6RG3,taza052007,0,0,5,6/13/2007,These are the Best!
B0029OWDAU,A1DTDSL1J6C05F,"Heartsinohio ""Heartsinohio""",0,0,5,9/15/2012,Love Love Love
B000SEJ84M,A19Y7MSOR2J7XP,G. Macleod,0,0,5,11/19/2009,The product is great but the price is out of line
B001LMNXFA,ATBV3QRAVD2PJ,"Michelle L. West ""Paisleymll""",3,3,5,7/29/2010,Swedish Pearl is not the same as  Belgian Pearl
B001LMNXFA,A226DRVTNFWM28,"Proud Mom of Two ""Bigounets""",2,2,5,12/7/2010,Perfect!
B002J2DO8W,ASIAOU4JW8LUG,K. Gohokar,0,0,5,3/13/2012,great taste
B000U9V5AU,A2VOVLKP603R1T,D. J. Brown,7,7,5,2/12/2011,Taste-tested by a wine maker
B001SB099M,A2XADCFYDXH7IV,Thomas A. Johnson,1,1,4,11/11/2011,Excellent Everyday Olive Oil
B0041QJSJS,A1KZUXE70GYNGO,talonmedic,0,0,4,9/18/2012,"Love Weavers, I am a fan."
B0041QJSJS,A221AFCU6AE0QO,Sarah Bowman,3,5,5,10/10/2011,Make My Day
B0041QJSJS,A2BAVWMHL130WY,Bruce L. Ishimatsu,2,4,5,10/16/2011,Treat yourself to the best coffee!
B0041QJSJS,A20B2BU1ZPY9AW,Mr Coffee,0,1,1,8/21/2012,Bitter
B0041QJSJS,A2T68P9I05KBFT,Rusy,0,1,5,2/1/2012,"Drinking it now, love the latin america ""aroma"""
B00437JI8Q,A2SLZMD0UYRT5X,cat's food,1,1,5,12/16/2011,GREAT SNACK
B00437JI8Q,A3UM3M6WSUN5BR,S. Smith,1,1,5,9/17/2011,Best Bar
B00437JI8Q,A4TLHOUT1PHTL,Alison,0,0,5,8/29/2012,Can't find anywhere else!
B00437JI8Q,A3DKCBKDEO2GS3,Moviegeek,0,0,5,6/4/2012,My New Granola Bar
B00437JI8Q,A1J87LOAYSMHO9,"P. Parchman ""Savvy Shopper""",0,0,5,5/26/2011,Another Husband Favorite
B002O3VHXU,A1OIMIM4FHT4IG,"Jerry Perkins ""Nevada Perky""",2,2,4,9/7/2010,Price surprise
B002O3VHXU,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",1,1,5,8/19/2010,Very Smooth Coffee - Highly Recommended
B002O3VHXU,A2TJG4N8LNJW23,Blythe Dresser,0,0,4,1/21/2012,A saving grace for Green Mountain Coffee...
B002O3VHXU,A2129VQGGHR150,Carol C.,0,0,5,8/15/2011,My favorite
B002O3VHXU,A1HQV09XG1Z0YW,Joy2talk2U,0,0,4,5/18/2011,Good Coffee
B002O3VHXU,A2ZNLPYMZOXLGX,"Michael Kelly ""kelly""",0,0,5,3/2/2011,Nantucket blend k-cups
B0057FTBYO,A5IWYNX8RHRKL,"J. D. Laughead ""jdlaughead""",0,0,5,9/17/2012,Fantastic Chicken Noodle soup
B0087HW5E2,A139RTDNMU3WY5,blanket lady,2,2,5,6/18/2012,Greatest Oil since slice bread !!!!!!!
B003YXWAF8,A212PEJ8E3TS3V,MsMargo,5,7,5,8/6/2011,Best Ever!
B003YXWAF8,AS89BWXQRDAMV,crpar,2,3,5,4/23/2012,Deliciously scrumptious
B003YXWAF8,A3OOAICYUJT8EL,Corvette &#34;Terry&#34;,0,0,5,10/14/2012,Heinz no more!
B003YXWAF8,AMN6JEQ31G052,Brandonius,0,1,5,5/9/2012,This is really good stuff
B003YXWAF8,A35G909LKGM6R1,Jeanjae,1,3,3,5/5/2012,Disappointing
B003YXWAF8,A1KQXO716WOOD6,Allison Beegle,7,13,1,6/29/2011,Waste of money
B000UXA3L8,A3AEEQSKFVN9NB,waydeps,2,2,5,8/11/2011,Porcini Mushrooms an excellent product
B000UXA3L8,A25C2M3QF9G7OQ,Comdet,0,0,5,4/23/2012,"Excellent flavor, mostly large pieces"
B004AVYUOW,A1ZZMVHSLQSE7R,Murdy,1,1,5,1/1/2012,The Best
B001ESOQAM,A37RRNHOYQ7JPH,Judy,0,0,5,12/16/2011,Good for the money
B001ESOQAM,AQDT2YOPW35IU,Ammers,0,0,4,10/20/2011,"not the highest quality, but good for the price."
B001ESOQAM,A2JH47KQUPWVRO,Cashew nutter,0,0,5,8/2/2011,Fresh - Whole.. perfect
B001ESOQAM,A2609IIYREBZRT,Duchess in Denim,0,0,5,1/20/2011,Fresh and Tasty
B001ESOQA2,AC8PTTE9SEU9E,T,0,0,4,2/17/2009,Valentine gift winner
B003XT4AV0,A2FZRO46DF0UHN,"D. Mertins ""AUDIOGURU""",1,1,2,12/18/2010,Cat won't go near it!
B003XT4AV0,A1FERORG6RB1ZP,Darcy,1,1,5,12/18/2010,Simply WIld Chick & Brown RIce for Cats
B001FA1MCO,A1H2R3U6I562W,Charles W Brown,2,2,5,5/22/2011,Ham Base
B001FA1MCO,A30WKTJDBRD5UA,Peg,0,0,1,9/9/2012,MSG Ham Base
B001ELL6O8,A13T2G4T8LR8XA,First Time Mom,2,2,5,9/9/2007,Delisious Pancakes
B001ELL6O8,A72H1W5S6UFMY,"King of Breakfasts ""King""",1,1,5,7/7/2010,A Great All Around Mix
B001ELL6O8,A1PTPN5SY7C7SW,Leonard Kocurek,1,1,5,7/10/2008,Great mix
B001ELL6O8,AZ7289G0ILRFF,Stephanie Reid-Simons,1,1,5,4/29/2008,Perfect mix for egg-allergic!
B001ELL6O8,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",1,1,5,1/13/2008,Arrowhead Mills whole grain buttermilk Pancakes are easy!
B001ELL6O8,A1ORGHJ9LSZB03,"A. Lehmann ""sweetnotes""",0,0,4,11/27/2009,Good for Egg Allergy
B001ELL6O8,A1JM25M2PSVPXE,G. Erikson,1,4,3,8/11/2007,Love the product disappointed in the shipping.
B001ELL6O8,A12T0F58OKHCIW,"fishaholic ""hearyeethis""",1,4,1,7/10/2007,poor item packaging
B001ELL6O8,A2APBHKZCMD6DO,X,0,6,1,4/5/2008,Awful
B006CGURWM,A3F5EUYWKVWPJ6,southernboy,0,0,1,7/22/2012,disappointing
B00250I0EG,A2VJBGSGUC78FB,"Joy L. Breegle ""Joy B.""",1,1,5,11/14/2009,Great Healthy Snack
B000C21OOM,A1T61QP7QHYBRQ,an honest reviewer,6,7,5,12/31/2007,Sweet and Soothing
B003D4O92K,A2KTYAKU1PEVCI,D. E. Leslie,3,3,5,10/30/2010,minty flavor
B003D4O92K,A3K24YL6ORL11F,Calizian,0,0,5,6/13/2012,Ingredients take about 2 seconds to read
B001IZM8A6,AVI998S4IX2Y1,"Melissa N. Connor ""rare maven""",1,1,5,11/11/2009,A Fantastic & Healthy Product
B001IZM8A6,A2ANZVA56T7RAG,Patricia,0,0,5,7/26/2012,Great product
B0089PI9OC,ARYNM1E978YX8,Bill,0,0,5,7/4/2012,Excellent tea!
B00061KYVI,A28RMYGO9RGA0K,marilyn,0,0,5,2/2/2012,french's roast'n bags
B00061KYVI,A3JE18D4XD2PYF,pattymelt,0,0,5,8/23/2010,best roast ever
B00061KYVI,A29ZSRDOYVO735,"Robert Ames ""Spenser_man""",0,0,5,1/30/2010,Franch's is the best
B003XV5LHK,A197O1VYM9B8A3,LDA,0,0,5,4/9/2011,Double the pleasure!
B005WU7V00,A3UV9TOZW3XXPV,tacoland,1,1,5,5/9/2012,VERY GOOD! Great taste and easy for a single guy!
B005CFC9XY,A250IZTJ5UN2EI,Ian Harmer,0,0,5,8/13/2012,An acquired taste!
B000SEJ842,A2IJOBHJXEZSS2,mosslake,0,0,1,8/10/2011,Look elsewhere for your whole grains
B004X8TK8I,A3U2QAY7SVE9AI,W. Smith,0,0,5,8/15/2012,Hey!
B004X8TK8I,A3GIMXLOEPFJBV,Samuel Spade,0,0,4,7/16/2012,These are Famous for a reason.
B004X8TK8I,AMRMK86X3PKXD,R. Thomasson,0,0,5,5/22/2012,Wow
B004X8TK8I,A1TYA1IYI3LGUC,John Snell,0,0,5,4/26/2012,"God, I love these cookies!!!"
B000G6RYNE,A2NO1TXXS9T0EE,BruteNStones,0,0,4,4/26/2012,Hard
B000G6RYNE,A1IRN1M05TPOVT,"Sharon M. Helfand ""Scrapper""",0,0,5,4/17/2012,Kettle potato chips:  Fully loaded baked potato
B000G6RYNE,ARONI7W0W677H,Peter N,0,0,5,4/13/2012,"Fresh, Lightly-Spiced, Crunchy Kettle Chips. Good Value, Good Product."
B000G6RYNE,A1Y3XPZK9ZADFW,albinocrow,0,0,4,4/10/2012,glad to find them in 1 oz size
B000G6RYNE,A1Y3XPZK9ZADFW,albinocrow,0,0,4,4/10/2012,"pretty good, could be better"
B000G6RYNE,A1ELZC3WXWILX2,B. Carter,0,0,5,4/6/2012,a slight taste of jalapeno
B000G6RYNE,A1X5RAIMX4ZSLJ,BadPotato,0,0,5,3/16/2012,Best chips ever
B000G6RYNE,A1IRN1M05TPOVT,"Sharon M. Helfand ""Scrapper""",0,0,5,3/7/2012,Kettle potato chips:  Sweet onion
B000G6RYNE,A1S8ELUE383P8E,"John F. Peters ""John Peters""",0,0,5,3/5/2012,Ridiculously Good
B000G6RYNE,A2OEUROGZDTXUJ,J. Graves,0,0,5,1/30/2012,Delicious!
B000G6RYNE,A17V3UVYMI69TE,Patrick Tran,0,0,4,1/24/2012,PUCKER UP
B000G6RYNE,A22PUBSSNP54L,"G. Little ""value seeker""",0,0,5,1/16/2012,I love these chips.  They are thick and crunchy!
B000G6RYNE,A15USNEAJUXOSH,L. Schrank,0,0,4,1/9/2012,Quite good
B000G6RYNE,A15USNEAJUXOSH,L. Schrank,0,0,5,1/9/2012,Delicious
B000G6RYNE,A2BLJGGWN8GTXQ,Sean,0,0,5,1/5/2012,Salty and vinegary!!!
B000G6RYNE,A1FXCNUVQ6FOMC,suzieg2,0,0,5,12/2/2011,WOW!!!!
B000G6RYNE,A926YP1BSD72Y,Shopper11,0,0,5,11/20/2011,Best gluten-free dairy-free chips
B000G6RYNE,A33PLZ7SD5MCG0,Patty Kaye,0,0,4,9/11/2011,A unique flavor for fans of Thai food
B000G6RYNE,A3EEBE82C3HYRD,David,0,0,3,5/7/2011,"Honey Dijon leaves bad aftertaste, NY Cheddar are pretty good"
B000G6RYNE,A35JPD8Q492FJC,Firefly,0,0,5,5/6/2011,Yowzah!!
B000G6RYNE,A391CLP4UMXJQG,Dane King,0,0,4,3/24/2011,Very good.
B000G6RYNE,AYB4ELCS5AM8P,"John B. Goode ""JBG""",0,0,5,3/20/2011,Excellent!
B000G6RYNE,A2GOE7ITDGYVE,Lee Brownell,0,0,5,2/17/2011,Tangy goodness.
B000G6RYNE,A19G8B2QYETD7W,NyahNyah,0,0,3,2/13/2011,Heavy on the Vinegar
B000G6RYNE,A3PZ4AXTY9J1DZ,Jason Ralsky,0,0,4,1/25/2011,"A delicious, crisp chip with good flavor"
B000G6RYNE,ACFPHOYVB71V4,karob,0,0,5,12/18/2010,BEST BUY in BBQ Chips
B000G6RYNE,A1H80WDFOR94Q5,Injured Panda,0,0,5,11/24/2010,Love Them!
B000G6RYNE,A3Q5YZNYGGUP8W,cppme,0,0,5,11/21/2010,Crunchy and Tasty
B000G6RYNE,AKRLMISQPL8QW,B. Sanders,0,0,5,11/8/2010,Convenience at low cost
B000G6RYNE,A2MUGFV2TDQ47K,"Lynrie ""Oh HELL no""",0,0,3,11/5/2010,An Acquired Taste
B000G6RYNE,A1465JH39KR5O5,persia,0,0,5,10/18/2010,Best deal ever!
B000G6RYNE,A1L17QW3R7A519,The Boom,0,0,5,8/12/2010,Yum!
B000G6RYNE,AOSFLVLMAG0N5,"Gloria E. Clements ""thistle809""",0,0,5,2/21/2010,Barbeque perfection
B000G6RYNE,A2H2Q5RW1K56AI,a Thai living in MN,0,0,5,1/20/2010,Excellent Thai-flavored chip
B000G6RYNE,A13VD7TJDWVOEC,Deborah E. Bumpus,0,0,5,11/16/2009,Best Kettle Chips!
B000G6RYNE,AKKQKYX8ODUAF,"Jordan B. Sanders ""Vortigern Trygil""",0,0,5,11/13/2009,The Supreme Salt & Vinegar
B000G6RYNE,A3RB0YBBYGXBYE,"Matt C. ""Mattman""",0,0,5,10/21/2009,Delicious as always!
B000G6RYNE,A3492ZW10B65ON,"P. Young ""Sugahplumm""",0,0,5,8/19/2009,OooH Yummy!
B000G6RYNE,A2ZEFDVX4X5TPX,"Thomas A. Roberts ""tomrgalvtx""",0,0,4,8/5/2009,Not quite the best...
B000G6RYNE,A2MMTWKCJET6S,T. judy,0,0,4,6/16/2009,want to gaain twenty pounds with no control whatsoever? Buy this!
B000G6RYNE,A3RMGIKUWGPZOK,Jean Visnefski,0,0,5,6/15/2009,One of Their Best Flavors
B000G6RYNE,A1E2Y40TTPL8YK,EJH,0,0,5,6/11/2009,Love these chips!
B000G6RYNE,A56JFSLUCHI4J,"Chi ""Who loves to find bargains and lives a g...",0,0,5,3/18/2009,Highly addicitive chips
B000G6RYNE,A1DW1FK1H3F2TM,EuReka,0,0,5,1/15/2009,These are AWESOME!
B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,0,0,5,1/12/2009,"One bite and you'll become a ""chippoisseur"""
B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,0,0,5,1/12/2009,"Crunchy, salty, sweet...finally, a Superbowl snack that scooores!"
B000G6RYNE,AU3VZDTQH0J4M,C. Charles,0,0,5,1/10/2009,These chips make me weak at the knees
B000G6RYNE,A3B0HXAUWCLSZO,MisterStorm,0,0,5,9/15/2008,By far my favorite chips
B000G6RYNE,A17UR3NRLARXCH,"W. Muckelroy ""Chawk68""",0,0,4,9/11/2008,"Good chips, more cheese"
B000G6RYNE,A31N6KB160O508,Fran W.,0,0,4,8/27/2008,Pretty good tasting chip
B000G6RYNE,A339FKUBFG0VLX,the Poodle,0,0,4,7/30/2008,Yummy chips
B000G6RYNE,A3MLESXA2VGWJC,CV,0,0,4,7/30/2008,Best sour cream & onion chip I've had
B000G6RYNE,A3UCO7B9HP42BG,Denise Graner,0,0,5,7/28/2008,Great chips
B000G6RYNE,A1DOBB5XZ1KMZ5,"A. M. L. Hentz ""AnneMarie""",0,0,5,7/26/2008,Fabulous!
B000G6RYNE,A3I96LKK3S15D0,"R. Wheeler ""Pryd""",0,0,5,7/14/2008,Box-o-Chips
B000G6RYNE,A2LS9RBSI8SDZF,Ashish Shah,0,0,5,7/8/2008,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
B000G6RYNE,A324FVIOYCWNSB,"Eric BVD ""Eric""",0,0,4,7/6/2008,An addictive potato chip
B000G6RYNE,A1RRHET1QIP1YK,Daniel Hill,0,0,5,7/6/2008,Great Chip!
B000G6RYNE,A12OF4IM7A8YS,"Norman Tang ""Amazon Norman""",0,0,5,7/5/2008,"Excellent balance of taste, crunchiness, and moisture"
B000G6RYNE,AUHS7PQNAHNDI,"C. Graube ""pup friend""",0,0,5,7/5/2008,Yum
B000G6RYNE,A26ONAQEIUEMV4,"Dolores Swan ""Swannie""",0,0,5,7/4/2008,Very good chips at a great price.
B000G6RYNE,AOHRHPJP38LLT,"S. Samoranos ""Inspired cook""",0,0,2,6/30/2008,70% of the chips in the bag are over cooked
B000G6RYNE,A1AXXMJQ3NDIFK,Barbara A. Puckett,0,0,5,6/29/2008,Great chips!
B000G6RYNE,A31N6KB160O508,Fran W.,0,0,4,6/21/2008,Not bad but a little hard to get used to
B000G6RYNE,A31N6KB160O508,Fran W.,0,0,4,6/21/2008,Firm quality chip
B000G6RYNE,A1WQ3UGXPT15VI,"JavaJewel ""It's all  water under the bridge...""",0,0,2,6/20/2008,Not  Very Creamy or Chivey...
B000G6RYNE,A1B05INWIDZ74O,M. A. Ramos,0,0,3,6/11/2008,Prefer other flavors
B000G6RYNE,A1B05INWIDZ74O,M. A. Ramos,0,0,5,6/3/2008,These will be habit forming!
B000G6RYNE,A3TEMXOLE1APPZ,"A. Nichols ""upteeajn2""",0,0,2,5/15/2008,Good and tangy
B000G6RYNE,A2OAYIM13WIXCH,"Mary D. Haper ""Gramma to 3 boys""",0,0,5,3/28/2008,the best chips ever
B000G6RYNE,A2BFFXK7TEINBE,Paul D. Ossman,0,0,5,2/22/2008,I do not even like kettle chips and I love these
B000G6RYNE,A3N9DN0V2YXAXA,musicalcharge,0,0,5,2/22/2008,You have to love sea salt and vinegar already
B000G6RYNE,A2C5BWOM7329UD,Jason T. Stevens,0,0,5,2/20/2008,Addictive
B000G6RYNE,APGAA43E3WPN7,Darren,0,0,5,1/27/2008,amazing chips
B000G6RYNE,ABR7HU5H1KNE,Keith,0,0,5,12/4/2007,Best Chip Ever
B000G6RYNE,AJQD2WWJYOYFQ,bubbles,0,0,4,8/9/2007,"Tangy, spicy, and sweet- oh my!"
